first_column,agent_id,o_zone_id,d_zone_id,route_seq_id,path_no,impacted_flag,info_receiving_flag,diverted_flag,mode_type_no,mode_type,demand_period,volume,toll,departure_time,travel_time,distance_km,distance_mile,speed_kmph,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,node_sequence,time_sequence,geometry
0,21,1,2,1,0,0,0,0,1,auto,am,1,0,442.8516,402.1484,18.6107,11.5666,2.7767,1.7257,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,22,1,2,1,0,0,0,0,1,auto,am,1,0,443.7053,401.2947,18.6107,11.5666,2.7826,1.7294,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,23,1,2,1,0,0,0,0,1,auto,am,1,0,444.5590,400.4410,18.6107,11.5666,2.7885,1.7331,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,24,1,2,1,0,0,0,0,1,auto,am,1,0,445.3627,399.6373,18.6107,11.5666,2.7941,1.7366,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,25,1,2,1,0,0,0,0,1,auto,am,1,0,446.2164,398.7836,18.6107,11.5666,2.8001,1.7403,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,26,1,2,1,0,0,0,0,1,auto,am,1,0,447.0700,397.9300,18.6107,11.5666,2.8061,1.7440,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,27,1,2,1,0,0,0,0,1,auto,am,1,0,447.8737,397.1263,18.6107,11.5666,2.8118,1.7475,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,28,1,2,1,0,0,0,0,1,auto,am,1,0,448.7274,396.2726,18.6107,11.5666,2.8179,1.7513,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,29,1,2,1,0,0,0,0,1,auto,am,1,0,449.5811,395.4189,18.6107,11.5666,2.8239,1.7551,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,30,1,2,1,0,0,0,0,1,auto,am,1,0,450.3848,394.6152,18.6107,11.5666,2.8297,1.7587,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,31,1,2,1,0,0,0,0,1,auto,am,1,0,451.2385,393.7615,18.6107,11.5666,2.8358,1.7625,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,32,1,2,1,0,0,0,0,1,auto,am,1,0,452.0922,392.9078,18.6107,11.5666,2.8420,1.7663,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,33,1,2,1,0,0,0,0,1,auto,am,1,0,452.8959,392.1041,18.6107,11.5666,2.8478,1.7699,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,34,1,2,1,0,0,0,0,1,auto,am,1,0,453.7496,391.2504,18.6107,11.5666,2.8540,1.7738,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,35,1,2,1,0,0,0,0,1,auto,am,1,0,454.6033,390.3967,18.6107,11.5666,2.8603,1.7777,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,36,1,2,1,0,0,0,0,1,auto,am,1,0,455.4014,389.5986,18.6107,11.5666,2.8661,1.7813,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,37,1,2,1,0,0,0,0,1,auto,am,1,0,456.2436,388.7564,18.6107,11.5666,2.8723,1.7852,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,38,1,2,1,0,0,0,0,1,auto,am,1,0,457.0859,387.9141,18.6107,11.5666,2.8786,1.7890,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,39,1,2,1,0,0,0,0,1,auto,am,1,0,457.8781,387.1219,18.6107,11.5666,2.8845,1.7927,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,40,1,2,1,0,0,0,0,1,auto,am,1,0,458.7204,386.2796,18.6107,11.5666,2.8908,1.7966,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,41,1,2,1,0,0,0,0,1,auto,am,1,0,459.5626,385.4374,18.6107,11.5666,2.8971,1.8005,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,42,1,2,1,0,0,0,0,1,auto,am,1,0,460.3549,384.6451,18.6107,11.5666,2.9030,1.8043,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,43,1,2,1,0,0,0,0,1,auto,am,1,0,461.1971,383.8029,18.6107,11.5666,2.9094,1.8082,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,44,1,2,1,0,0,0,0,1,auto,am,1,0,462.0394,382.9606,18.6107,11.5666,2.9158,1.8122,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,45,1,2,1,0,0,0,0,1,auto,am,1,0,462.8316,382.1684,18.6107,11.5666,2.9219,1.8159,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,46,1,2,1,0,0,0,0,1,auto,am,1,0,463.6738,381.3262,18.6107,11.5666,2.9283,1.8200,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,47,1,2,1,0,0,0,0,1,auto,am,1,0,464.5161,380.4839,18.6107,11.5666,2.9348,1.8240,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,48,1,2,1,0,0,0,0,1,auto,am,1,0,465.3083,379.6917,18.6107,11.5666,2.9409,1.8278,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,49,1,2,1,0,0,0,0,1,auto,am,1,0,466.1506,378.8494,18.6107,11.5666,2.9475,1.8319,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,50,1,2,1,0,0,0,0,1,auto,am,1,0,466.9928,378.0072,18.6107,11.5666,2.9540,1.8359,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,51,1,2,1,0,0,0,0,1,auto,am,1,0,467.7851,377.2149,18.6107,11.5666,2.9602,1.8398,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,52,1,2,1,0,0,0,0,1,auto,am,1,0,468.6273,376.3727,18.6107,11.5666,2.9668,1.8439,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,53,1,2,1,0,0,0,0,1,auto,am,1,0,469.4696,375.5304,18.6107,11.5666,2.9735,1.8480,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,54,1,2,1,0,0,0,0,1,auto,am,1,0,470.2589,374.7411,18.6107,11.5666,2.9798,1.8519,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,55,1,2,1,0,0,0,0,1,auto,am,1,0,471.0918,373.9082,18.6107,11.5666,2.9864,1.8561,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,56,1,2,1,0,0,0,0,1,auto,am,1,0,471.9247,373.0753,18.6107,11.5666,2.9931,1.8602,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,57,1,2,1,0,0,0,0,1,auto,am,1,0,472.7077,372.2923,18.6107,11.5666,2.9994,1.8641,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,58,1,2,1,0,0,0,0,1,auto,am,1,0,473.5406,371.4594,18.6107,11.5666,3.0061,1.8683,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,59,1,2,1,0,0,0,0,1,auto,am,1,0,474.3736,370.6264,18.6107,11.5666,3.0128,1.8725,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,60,1,2,1,0,0,0,0,1,auto,am,1,0,475.1565,369.8435,18.6107,11.5666,3.0192,1.8765,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,61,1,2,1,0,0,0,0,1,auto,am,1,0,475.9895,369.0105,18.6107,11.5666,3.0260,1.8807,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,62,1,2,1,0,0,0,0,1,auto,am,1,0,476.8224,368.1776,18.6107,11.5666,3.0329,1.8850,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,63,1,2,1,0,0,0,0,1,auto,am,1,0,477.6054,367.3946,18.6107,11.5666,3.0393,1.8890,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,64,1,2,1,0,0,0,0,1,auto,am,1,0,478.4383,366.5617,18.6107,11.5666,3.0463,1.8933,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,65,1,2,1,0,0,0,0,1,auto,am,1,0,479.2712,365.7288,18.6107,11.5666,3.0532,1.8976,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,66,1,2,1,0,0,0,0,1,auto,am,1,0,480.0547,364.9453,18.6107,11.5666,3.0597,1.9016,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,67,1,2,1,0,0,0,0,1,auto,am,1,0,480.8956,364.1044,18.6107,11.5666,3.0668,1.9060,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,68,1,2,1,0,0,0,0,1,auto,am,1,0,481.7365,363.2635,18.6107,11.5666,3.0739,1.9104,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,69,1,2,1,0,0,0,0,1,auto,am,1,0,482.5274,362.4726,18.6107,11.5666,3.0806,1.9146,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,70,1,2,1,0,0,0,0,1,auto,am,1,0,483.3683,361.6317,18.6107,11.5666,3.0878,1.9191,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,71,1,2,1,0,0,0,0,1,auto,am,1,0,484.2091,360.7909,18.6107,11.5666,3.0950,1.9235,0.0,0.0,,1;3;4;5;6;7;8;9;10;11;12;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,72,1,42,2,0,0,0,0,1,auto,am,1,0,476.3033,368.6967,10.0035,6.2172,1.6279,1.0118,0.0,0.0,,1;3;4;5;6;7;42;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
0,73,42,43,3,0,0,0,0,1,auto,am,1,0,432.8775,412.1225,4.1632,2.5874,0.6061,0.3767,0.0,0.0,,42;7;38;33;39;23;43;,0712:58.500;0713:11.500;0713:34.749;0714:05.500;0714:35.500;0659:59.749;0659:59.749;,
0,74,43,2,4,0,0,0,0,1,auto,am,1,0,459.8210,385.1790,9.3917,5.8370,1.4630,0.9092,0.0,0.0,,43;23;24;25;26;27;28;29;2;,0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;0659:59.749;,
