link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,vehicle_vol_hov2,vehicle_vol_hov3,vehicle_vol_trk,vehicle_vol_com,vehicle_vol_apv,MEU_vol_auto,MEU_vol_hov2,MEU_vol_hov3,MEU_vol_trk,MEU_vol_com,MEU_vol_apv,mode_link_cap_auto,mode_link_cap_hov2,mode_link_cap_hov3,mode_link_cap_trk,mode_link_cap_com,mode_link_cap_apv,mode_DOC_auto,mode_DOC_hov2,mode_DOC_hov3,mode_DOC_trk,mode_DOC_com,mode_DOC_apv,mode_TT_auto,mode_TT_hov2,mode_TT_hov3,mode_TT_trk,mode_TT_com,mode_TT_apv,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
13,13,bpr,15,16,3.000000,0.680980,0.423232,0.423232,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.423,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.2070350 33.6440130, -112.2023290 33.6392980)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.423,0.423,0.423,0.423,0.423,0.423,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
14,14,bpr,16,17,3.000000,1.067520,0.663468,0.663468,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.663,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.2023290 33.6392980, -112.1908180 33.6393780)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.663,0.663,0.663,0.663,0.663,0.663,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
15,15,bpr,17,18,3.000000,1.011240,0.628490,0.628490,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.628,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1908180 33.6393780, -112.1799140 33.6394530)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.628,0.628,0.628,0.628,0.628,0.628,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
16,16,bpr,18,19,3.000000,1.086160,0.675053,0.675053,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.675,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.675,0.675,0.675,0.675,0.675,0.675,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
17,17,bpr,19,20,3.000000,1.198560,0.744910,0.744910,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.745,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.745,0.745,0.745,0.745,0.745,0.745,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
18,18,bpr,20,21,3.000000,1.123630,0.698341,0.698341,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.698,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.698,0.698,0.698,0.698,0.698,0.698,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
19,19,bpr,21,22,3.000000,1.329690,0.826408,0.826408,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.826,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826,0.826,0.826,0.826,0.826,0.826,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
20,20,bpr,22,23,3.000000,1.065000,0.661902,0.661902,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.662,96.540,60.000,1.000,0.000,0.000,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.662,0.662,0.662,0.662,0.662,0.662,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,0.000,0.000,0.000,96.540,96.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
21,21,bpr,23,24,3.000000,1.369480,0.851137,0.851137,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,25:1;,0.000,0.000,0.000,,,,0.000,0.851,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.851,0.014,0.851,0.014,0.000,0.000,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.851,0.851,0.851,0.851,0.851,0.851,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
22,22,bpr,24,25,3.000000,1.385800,0.861280,0.861280,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,26:1;,0.000,0.000,0.000,,,,0.000,0.861,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.861,0.014,0.861,0.014,0.000,0.000,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.861,0.861,0.861,0.861,0.861,0.861,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
23,23,bpr,25,26,3.000000,1.404530,0.872921,0.872921,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,27:1;,0.000,0.000,0.000,,,,0.000,0.873,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.873,0.015,0.873,0.015,0.000,0.000,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.873,0.873,0.873,0.873,0.873,0.873,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
24,24,bpr,26,27,3.000000,1.161080,0.721616,0.721616,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,28:1;,0.000,0.000,0.000,,,,0.000,0.722,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.722,0.012,0.722,0.012,0.000,0.000,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.722,0.722,0.722,0.722,0.722,0.722,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
25,25,bpr,27,28,3.000000,1.254750,0.779832,0.779832,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,29:1;,0.000,0.000,0.000,,,,0.000,0.780,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.780,0.013,0.780,0.013,0.000,0.000,"LINESTRING (-112.0599650 33.6402790, -112.0464350 33.6403720)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.780,0.780,0.780,0.780,0.780,0.780,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
26,26,bpr,28,29,3.000000,0.983710,0.611380,0.611380,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,2:1;,0.000,0.000,0.000,,,,0.000,0.611,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.611,0.010,0.611,0.010,0.000,0.000,"LINESTRING (-112.0464350 33.6403720, -112.0388420 33.6465680)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.611,0.611,0.611,0.611,0.611,0.611,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
27,27,bpr,29,2,3.000000,1.275470,0.792710,0.792710,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.793,96.540,60.000,1.000,0.002,0.002,1800.000,5400.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.540,82.059,0.793,0.013,0.793,0.013,0.000,0.000,"LINESTRING (-112.0388420 33.6465680, -112.0298670 33.6552860)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5400.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.793,0.793,0.793,0.793,0.793,0.793,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,1.000,1.000,0.000,96.540,96.540,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
28,28,bpr,12,2,4.000000,1.125470,0.699484,0.699484,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,72.000,72.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.699,96.539,59.999,1.000,0.100,0.100,1800.000,7200.000,0.000,0.000,0.000,1.000,4.000,180.000,0.955,1.142,0.000,0.000,96.540,82.059,0.400,4.000,96.535,82.059,50.363,0.839,50.363,0.839,0.000,0.000,"LINESTRING (-112.0386420 33.6623000, -112.0298670 33.6552860)",72.000,0.000,0.000,0.000,0.000,0.000,72.000,0.000,0.000,0.000,0.000,0.000,7200.000,8000.000,8000.000,8000.000,8000.000,8000.000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.699,0.699,0.699,0.699,0.699,0.699,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,96.540,,72.000,72.000,0.000,96.539,96.539,0.000,0.100,0.100,0.000,0.000,0.000,0.000,period-based
29,29,bpr,1,30,2.000000,2.580210,1.603611,3.207222,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3.207,48.270,30.000,1.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.2164130 33.6539160, -112.1885870 33.6541820)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3600.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.207,3.207,3.207,3.207,3.207,3.207,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
30,30,bpr,30,31,2.000000,2.509000,1.559354,3.118707,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3.119,48.270,30.000,1.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1885870 33.6541820, -112.1615280 33.6543680)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1800.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.119,3.119,3.119,3.119,3.119,3.119,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
31,31,bpr,31,32,2.000000,2.321790,1.443002,2.886004,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.886,48.270,30.000,1.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615280 33.6543680, -112.1364880 33.6545410)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3600.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.886,2.886,2.886,2.886,2.886,2.886,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
