link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,vehicle_vol_hov2,vehicle_vol_hov3,vehicle_vol_trk,vehicle_vol_com,vehicle_vol_apv,MEU_vol_auto,MEU_vol_hov2,MEU_vol_hov3,MEU_vol_trk,MEU_vol_com,MEU_vol_apv,mode_link_cap_auto,mode_link_cap_hov2,mode_link_cap_hov3,mode_link_cap_trk,mode_link_cap_com,mode_link_cap_apv,mode_DOC_auto,mode_DOC_hov2,mode_DOC_hov3,mode_DOC_trk,mode_DOC_com,mode_DOC_apv,mode_TT_auto,mode_TT_hov2,mode_TT_hov3,mode_TT_trk,mode_TT_com,mode_TT_apv,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
32,32,bpr,32,33,2.000000,1.988710,1.235991,2.471983,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,2.472,48.270,30.000,1.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1364880 33.6545410, -112.1150400 33.6546770)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1800.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.472,2.472,2.472,2.472,2.472,2.472,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
33,33,bpr,34,2,2.000000,3.108150,1.931728,5.795183,-1,0,,network_wide,-1,0,-1,-1,4,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,5.795,32.180,20.000,1.000,0.000,0.000,1800.000,3600.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,32.180,27.353,0.400,4.000,32.180,27.353,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0633880 33.6550440, -112.0298670 33.6552750)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3600.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.795,5.795,5.795,5.795,5.795,5.795,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,32.180,,0.000,0.000,0.000,32.180,32.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
34,34,bpr,33,35,2.000000,2.448820,1.521952,3.043903,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,3.044,48.270,30.000,1.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150400 33.6546770, -112.0886300 33.6548700)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1800.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.044,3.044,3.044,3.044,3.044,3.044,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
35,35,bpr,35,34,2.000000,2.340500,1.454630,8.727781,-1,0,,network_wide,-1,0,-1,-1,2,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,8.728,16.090,10.000,1.000,0.000,0.000,900.000,1800.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,16.090,13.677,0.400,4.000,16.090,13.677,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886300 33.6548700, -112.0633880 33.6550440)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1800.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.728,8.728,8.728,8.728,8.728,8.728,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,16.090,,0.000,0.000,0.000,16.090,16.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
36,36,bpr,36,31,3.000000,0.974320,0.605544,1.211088,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.211,48.270,30.000,1.000,0.000,0.000,1000.000,3000.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1688870 33.6606500, -112.1615350 33.6543710)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3000.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.211,1.211,1.211,1.211,1.211,1.211,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
37,37,bpr,31,36,3.000000,0.974250,0.605500,0.558923,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.559,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615210 33.6543880, -112.1688730 33.6606660)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.559,0.559,0.559,0.559,0.559,0.559,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
38,38,bpr,31,37,3.000000,0.964400,0.599378,0.553272,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.553,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1615350 33.6543880, -112.1687240 33.6481020)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553,0.553,0.553,0.553,0.553,0.553,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
39,39,bpr,37,31,3.000000,0.964400,0.599378,0.553272,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.553,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1687100 33.6480850, -112.1615210 33.6543710)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553,0.553,0.553,0.553,0.553,0.553,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
40,40,bpr,38,33,3.000000,0.892780,0.554866,0.512184,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,39:1;,0.000,0.000,0.000,,,,0.000,0.512,104.585,65.000,1.000,0.002,0.002,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.555,0.009,0.555,0.009,0.000,0.000,"LINESTRING (-112.1175340 33.6624650, -112.1150510 33.6546850)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.512,0.512,0.512,0.512,0.512,0.512,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
41,41,bpr,33,38,3.000000,0.892880,0.554929,0.512242,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.512,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1150300 33.6546910, -112.1175130 33.6624720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512,0.512,0.512,0.512,0.512,0.512,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
42,42,bpr,33,39,3.000000,0.871390,0.541572,0.499913,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,1.000,1.000,-1.000,0.000,,23:1;,0.000,0.000,0.000,,,,0.000,0.500,104.585,65.000,1.000,0.002,0.002,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,3.333,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.542,0.008,0.542,0.008,0.000,0.000,"LINESTRING (-112.1150520 33.6546880, -112.1153660 33.6468330)",1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.500,0.500,0.500,0.500,0.500,0.500,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,1.000,1.000,0.000,104.585,104.585,0.000,0.002,0.002,0.000,0.000,0.000,0.000,period-based
43,43,bpr,39,33,3.000000,0.871390,0.541572,0.499913,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.500,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1153430 33.6468330, -112.1150290 33.6546880)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500,0.500,0.500,0.500,0.500,0.500,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
44,44,bpr,40,35,3.000000,0.812430,0.504929,0.466088,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.466,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0943640 33.6604190, -112.0886370 33.6548730)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466,0.466,0.466,0.466,0.466,0.466,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
45,45,bpr,35,40,3.000000,0.812290,0.504842,0.466008,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.466,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886230 33.6548900, -112.0943490 33.6604350)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466,0.466,0.466,0.466,0.466,0.466,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
46,46,bpr,35,41,3.000000,1.280510,0.795842,0.734624,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.735,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0886360 33.6548910, -112.0996530 33.6479270)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.735,0.735,0.735,0.735,0.735,0.735,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
47,47,bpr,41,35,3.000000,1.280430,0.795792,0.734578,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,0.735,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0996410 33.6479090, -112.0886240 33.6548720)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.735,0.735,0.735,0.735,0.735,0.735,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
48,48,bpr,4,36,2.000000,1.497090,0.930447,1.860895,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.861,48.270,30.000,1.000,0.000,0.000,700.000,1400.000,0.000,0.000,0.000,1.000,2.000,0.000,0.955,1.142,0.000,0.000,48.270,41.029,0.400,4.000,48.270,41.029,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.1827040 33.6676370, -112.1688800 33.6606580)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1400.000,4000.000,4000.000,4000.000,4000.000,4000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.861,1.861,1.861,1.861,1.861,1.861,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,48.270,,0.000,0.000,0.000,48.270,48.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
49,49,bpr,2,34,3.000000,3.108150,1.931728,1.783133,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.783,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0298670 33.6552980, -112.0633880 33.6550670)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.783,1.783,1.783,1.783,1.783,1.783,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
50,50,bpr,34,35,3.000000,2.340500,1.454630,1.342736,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0705,0.000,0.000,-1.000,0.000,,,0.000,0.000,0.000,,,,0.000,1.343,104.585,65.000,1.000,0.000,0.000,1900.000,5700.000,0.000,0.000,0.000,1.000,3.000,0.000,0.955,1.142,0.000,0.000,104.585,88.897,0.400,4.000,104.585,88.897,0.000,0.000,0.000,0.000,0.000,-0.000,"LINESTRING (-112.0633880 33.6550670, -112.0886300 33.6548930)",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5700.000,6000.000,6000.000,6000.000,6000.000,6000.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.343,1.343,1.343,1.343,1.343,1.343,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,104.585,,0.000,0.000,0.000,104.585,104.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,period-based
