link_seq_id,link_id,link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,Vam_2025_auto,Vam_2025_hov2,Vam_2025_hov3,Vam_2025_trk,Vam_2025_com,Vam_2025_apv,VAB_am_2025_auto,VAB_am_2025_hov2,VAB_am_2025_hov3,VAB_am_2025_trk,VAB_am_2025_com,VAB_am_2025_apv,VBA_am_2025_auto,VBA_am_2025_hov2,VBA_am_2025_hov3,VBA_am_2025_trk,VBA_am_2025_com,VBA_am_2025_apv,MEUVABam2025auto,capABam2025auto,PENABam2025auto,DOCABam2025auto,TTABam_2025_auto,MEUVABam2025hov2,capABam2025hov2,PENABam2025hov2,DOCABam2025hov2,TTABam_2025_hov2,MEUVABam2025hov3,capABam2025hov3,PENABam2025hov3,DOCABam2025hov3,TTABam_2025_hov3,MEUVABam2025trk,capABam2025trk,PENABam2025trk,DOCABam2025trk,TTABam_2025_trk,MEUVABam2025com,capABam2025com,PENABam2025com,DOCABam2025com,TTABam_2025_com,MEUVABam2025apv,capABam2025apv,PENABam2025apv,DOCABam2025apv,TTABam_2025_apv,MEUVBAam2025auto,capBAam2025auto,PENBAam2025auto,DOCBAam2025auto,TTBAam_2025_auto,MEUVBAam2025hov2,capBAam2025hov2,PENBAam2025hov2,DOCBAam2025hov2,TTBAam_2025_hov2,MEUVBAam2025hov3,capBAam2025hov3,PENBAam2025hov3,DOCBAam2025hov3,TTBAam_2025_hov3,MEUVBAam2025trk,capBAam2025trk,PENBAam2025trk,DOCBAam2025trk,TTBAam_2025_trk,MEUVBAam2025com,capBAam2025com,PENBAam2025com,DOCBAam2025com,TTBAam_2025_com,MEUVBAam2025apv,capBAam2025apv,PENBAam2025apv,DOCBAam2025apv,TTBAam_2025_apv,
1,1,motorway,1,3,"LINESTRING (-112.2164130 33.6539270, -112.2031120 33.6675560)",1.950400,1.212181,1.212181,-1,,network_wide,-1,0,-1,-1,3.0,motorway,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,5700.0,0.0,0.1281,1.212,0.0,6000.0,0.0,0.1281,1.212,0.0,6000.0,0.0,0.1281,1.212,0.0,6000.0,0.0,0.1281,1.212,0.0,6000.0,0.0,0.1281,1.212,0.0,6000.0,0.0,0.1281,1.212,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,motorway,3,4,"LINESTRING (-112.2031120 33.6675560, -112.1827040 33.6676370)",1.891960,1.175861,1.175861,-1,,network_wide,-1,0,-1,-1,3.0,motorway,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,5400.0,0.0,0.1352,1.176,0.0,6000.0,0.0,0.1352,1.176,0.0,6000.0,0.0,0.1352,1.176,0.0,6000.0,0.0,0.1352,1.176,0.0,6000.0,0.0,0.1352,1.176,0.0,6000.0,0.0,0.1352,1.176,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,motorway,4,5,"LINESTRING (-112.1827040 33.6676370, -112.1631160 33.6677720)",1.815980,1.128639,1.128639,-1,,network_wide,-1,0,-1,-1,3.0,motorway,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,5400.0,0.0,0.1352,1.129,0.0,6000.0,0.0,0.1352,1.129,0.0,6000.0,0.0,0.1352,1.129,0.0,6000.0,0.0,0.1352,1.129,0.0,6000.0,0.0,0.1352,1.129,0.0,6000.0,0.0,0.1352,1.129,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,motorway,5,6,"LINESTRING (-112.1631160 33.6677720, -112.1407010 33.6679260)",2.078070,1.291529,1.291529,-1,,network_wide,-1,0,-1,-1,3.0,motorway,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,5400.0,0.0,0.1352,1.292,0.0,6000.0,0.0,0.1352,1.292,0.0,6000.0,0.0,0.1352,1.292,0.0,6000.0,0.0,0.1352,1.292,0.0,6000.0,0.0,0.1352,1.292,0.0,6000.0,0.0,0.1352,1.292,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,motorway,6,7,"LINESTRING (-112.1407010 33.6679260, -112.1203060 33.6680670)",1.890790,1.175134,1.175134,-1,,network_wide,-1,0,-1,-1,3.0,motorway,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73.0,5400.0,0.0,0.1352,1.175,0.0,6000.0,0.0,0.1352,1.175,0.0,6000.0,0.0,0.1352,1.175,0.0,6000.0,0.0,0.1352,1.175,0.0,6000.0,0.0,0.1352,1.175,0.0,6000.0,0.0,0.1352,1.175,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,motorway,7,8,"LINESTRING (-112.1203060 33.6680670, -112.0980930 33.6682200)",2.059340,1.279888,1.279888,-1,,network_wide,-1,0,-1,-1,3.0,motorway,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.0,5400.0,0.0,0.1333,1.280,0.0,6000.0,0.0,0.1333,1.280,0.0,6000.0,0.0,0.1333,1.280,0.0,6000.0,0.0,0.1333,1.280,0.0,6000.0,0.0,0.1333,1.280,0.0,6000.0,0.0,0.1333,1.280,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,motorway,8,9,"LINESTRING (-112.0980930 33.6682200, -112.0797170 33.6683470)",1.703610,1.058800,1.058800,-1,,network_wide,-1,0,-1,-1,3.0,motorway,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.0,5400.0,0.0,0.1333,1.059,0.0,6000.0,0.0,0.1333,1.059,0.0,6000.0,0.0,0.1333,1.059,0.0,6000.0,0.0,0.1333,1.059,0.0,6000.0,0.0,0.1333,1.059,0.0,6000.0,0.0,0.1333,1.059,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,motorway,10,11,"LINESTRING (-112.0623510 33.6684660, -112.0461960 33.6685780)",1.497710,0.930833,0.930833,-1,,network_wide,-1,0,-1,-1,2.0,motorway,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.0,3600.0,0.0,0.2000,0.931,0.0,4000.0,0.0,0.2000,0.931,0.0,4000.0,0.0,0.2000,0.931,0.0,4000.0,0.0,0.2000,0.931,0.0,4000.0,0.0,0.2000,0.931,0.0,4000.0,0.0,0.2000,0.931,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,motorway,11,12,"LINESTRING (-112.0461960 33.6685780, -112.0386420 33.6623000)",0.987380,0.613661,0.613661,-1,,network_wide,-1,0,-1,-1,3.0,motorway,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.0,5400.0,0.0,0.1333,0.614,0.0,6000.0,0.0,0.1333,0.614,0.0,6000.0,0.0,0.1333,0.614,0.0,6000.0,0.0,0.1333,0.614,0.0,6000.0,0.0,0.1333,0.614,0.0,6000.0,0.0,0.1333,0.614,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,motorway,9,10,"LINESTRING (-112.0797170 33.6683470, -112.0623510 33.6684660)",1.609970,1.000603,1.000603,-1,,network_wide,-1,0,-1,-1,2.0,motorway,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,,,,,,,72.0,3600.0,0.0,0.2000,1.001,0.0,4000.0,0.0,0.2000,1.001,0.0,4000.0,0.0,0.2000,1.001,0.0,4000.0,0.0,0.2000,1.001,0.0,4000.0,0.0,0.2000,1.001,0.0,4000.0,0.0,0.2000,1.001,,,,,,,,,,,,,,,,,,,,,,,,,
